,fun,is_original,log10_dt,n,name,times
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.696503e+00,5120,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.146265e+00,5120,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.685860e+00,5120,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.261266e+00,5120,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.529855e+00,5120,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.500070e+00,6400,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.722620e+00,6400,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-1.844896e+00,6400,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-3.956554e+00,6400,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.128102e+00,6400,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.129149e+00,6400,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,1.818743e+00,6400,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,-6.000787e-03,6400,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,1.906138e+00,6400,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,8.046112e-01,6400,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-2.035468e+00,6400,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.615578e+00,6400,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.044740e+00,6400,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.602178e+00,6400,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.173374e+00,6400,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.470763e+00,6400,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.414964e+00,7680,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.663977e+00,7680,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-1.761486e+00,7680,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-3.923030e+00,7680,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.048325e+00,7680,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.051882e+00,7680,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,1.970542e+00,7680,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,1.062072e-01,7680,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,2.048472e+00,7680,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,9.757947e-01,7680,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-1.975063e+00,7680,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.557974e+00,7680,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-1.973631e+00,7680,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.544867e+00,7680,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.106033e+00,7680,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.427499e+00,7680,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-2.181101e+00,1280,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.920335e+00,1280,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-2.545267e+00,1280,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-4.107847e+00,1280,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.831161e+00,1280,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.830616e+00,1280,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,4.065510e-01,1280,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,-1.102669e+00,1280,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,4.880503e-01,1280,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,-8.942869e-01,1280,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-2.743186e+00,1280,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-4.111713e+00,1280,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.739544e+00,1280,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-4.069518e+00,1280,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.677861e+00,1280,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.720102e+00,1280,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.889386e+00,2560,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.854064e+00,2560,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-2.243392e+00,2560,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-4.060784e+00,2560,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.531141e+00,2560,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.533476e+00,2560,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,1.017938e+00,2560,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,-6.640217e-01,2560,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,1.097125e+00,2560,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,-2.784790e-01,2560,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-2.446288e+00,2560,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.930704e+00,2560,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.445473e+00,2560,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.901352e+00,2560,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.491067e+00,2560,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.644205e+00,2560,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.716657e+00,3840,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.802491e+00,3840,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-2.065974e+00,3840,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-4.024888e+00,3840,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.352380e+00,3840,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.351735e+00,3840,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,1.367014e+00,3840,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,-3.916807e-01,3840,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,1.444857e+00,3840,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,3.738581e-01,3840,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-2.262394e+00,3840,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.796235e+00,3840,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.262227e+00,3840,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.771910e+00,3840,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.351962e+00,3840,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.566197e+00,3840,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.591597e+00,5120,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.758805e+00,5120,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-1.942702e+00,5120,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-3.991531e+00,5120,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.227592e+00,5120,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.226955e+00,5120,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,1.618822e+00,5120,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,-1.806792e-01,5120,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,1.698839e+00,5120,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,6.792691e-01,5120,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-2.140723e+00,5120,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.701171e+00,5120,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.145087e+00,5120,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.688864e+00,5120,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.259259e+00,5120,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.527375e+00,5120,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.498488e+00,6400,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.713807e+00,6400,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-1.832754e+00,6400,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-3.948571e+00,6400,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.124586e+00,6400,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.126296e+00,6400,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,1.813599e+00,6400,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,-2.523250e-02,6400,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,1.890581e+00,6400,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,8.765131e-01,6400,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-2.042297e+00,6400,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.614324e+00,6400,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-2.049275e+00,6400,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.609064e+00,6400,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.178028e+00,6400,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.472887e+00,6400,spectral_entropy,100
0,<function <lambda> at 0x7fb2aef4e848>,True,-1.420307e+00,7680,hfd,100
1,<function <lambda> at 0x7fb2aef4e8c0>,False,-2.688102e+00,7680,hfd,100
2,<function <lambda> at 0x7fb2aef4e938>,True,-1.768728e+00,7680,hjorth,100
3,<function <lambda> at 0x7fb2aef4e9b0>,False,-3.922554e+00,7680,hjorth,100
4,<function <lambda> at 0x7fb2aef4ea28>,True,-2.051294e+00,7680,pfd,100
5,<function <lambda> at 0x7fb2aef4eaa0>,False,-2.051141e+00,7680,pfd,100
6,<function <lambda> at 0x7fb2aef4eb18>,True,2.002185e+00,7680,samp_ent,2
7,<function <lambda> at 0x7fb2aef4eb90>,False,1.151685e-01,7680,samp_ent,10
8,<function <lambda> at 0x7fb2aef4ec08>,True,2.057264e+00,7680,ap_ent,2
9,<function <lambda> at 0x7fb2aef4ec80>,False,1.044343e+00,7680,ap_ent,10
10,<function <lambda> at 0x7fb2aef4ecf8>,True,-1.964315e+00,7680,svd_ent,10
11,<function <lambda> at 0x7fb2aef4ed70>,False,-3.547536e+00,7680,svd_ent,100
12,<function <lambda> at 0x7fb2aef4ede8>,True,-1.966705e+00,7680,fisher_info,10
13,<function <lambda> at 0x7fb2aef4ee60>,False,-3.540004e+00,7680,fisher_info,100
14,<function <lambda> at 0x7fb2aef4eed8>,True,-3.095994e+00,7680,spectral_entropy,100
15,<function <lambda> at 0x7fb2aef4ef50>,False,-3.417358e+00,7680,spectral_entropy,100
